date,close_price
2004-10-14,1103.29
2004-10-15,1108.2
2004-10-18,1114.02
2004-10-19,1103.23
2004-10-20,1103.66
2004-10-21,1106.49
2004-10-22,1095.74
2004-10-25,1094.8
2004-10-26,1111.09
2004-10-27,1125.4
2004-10-28,1127.44
2004-10-29,1130.2
2004-11-01,1130.51
2004-11-02,1130.56
2004-11-03,1143.2
2004-11-04,1161.67
2004-11-05,1166.17
2004-11-08,1164.89
2004-11-09,1164.08
2004-11-10,1162.91
2004-11-11,1173.48
2004-11-12,1184.17
2004-11-15,1183.81
2004-11-16,1175.43
2004-11-17,1181.94
2004-11-18,1183.55
2004-11-19,1170.34
2004-11-22,1177.24
2004-11-23,1176.94
2004-11-24,1181.76
2004-11-26,1182.65
2004-11-29,1178.57
2004-11-30,1173.82
2004-12-01,1191.37
2004-12-02,1190.33
2004-12-03,1191.17
2004-12-06,1190.25
2004-12-07,1177.07
2004-12-08,1182.81
2004-12-09,1189.24
2004-12-10,1188.0
2004-12-13,1198.68
2004-12-14,1203.38
2004-12-15,1205.72
2004-12-16,1203.21
2004-12-17,1194.2
2004-12-20,1194.65
2004-12-21,1205.45
2004-12-22,1209.57
2004-12-23,1210.13
2004-12-27,1204.92
2004-12-28,1213.54
2004-12-29,1213.45
2004-12-30,1213.55
2004-12-31,1211.92
2005-01-03,1202.08
2005-01-04,1188.05
2005-01-05,1183.74
2005-01-06,1187.89
2005-01-07,1186.19
2005-01-10,1190.25
2005-01-11,1182.99
2005-01-12,1187.7
2005-01-13,1177.45
2005-01-14,1184.52
2005-01-18,1195.98
2005-01-19,1184.63
2005-01-20,1175.41
2005-01-21,1167.87
2005-01-24,1163.75
2005-01-25,1168.41
2005-01-26,1174.07
2005-01-27,1174.55
2005-01-28,1171.36
2005-01-31,1181.27
2005-02-01,1189.41
2005-02-02,1193.19
2005-02-03,1189.89
2005-02-04,1203.03
2005-02-07,1201.72
2005-02-08,1202.3
2005-02-09,1191.99
2005-02-10,1197.01
2005-02-11,1205.3
2005-02-14,1206.14
2005-02-15,1210.12
2005-02-16,1210.34
2005-02-17,1200.75
2005-02-18,1201.59
2005-02-22,1184.16
2005-02-23,1190.8
2005-02-24,1200.2
2005-02-25,1211.37
2005-02-28,1203.6
2005-03-01,1210.41
2005-03-02,1210.08
2005-03-03,1210.47
2005-03-04,1222.12
2005-03-07,1225.31
2005-03-08,1219.43
2005-03-09,1207.01
2005-03-10,1209.25
2005-03-11,1200.08
2005-03-14,1206.83
2005-03-15,1197.75
2005-03-16,1188.07
2005-03-17,1190.21
2005-03-18,1189.65
2005-03-21,1183.78
2005-03-22,1171.71
2005-03-23,1172.53
2005-03-24,1171.42
2005-03-28,1174.28
2005-03-29,1165.36
2005-03-30,1181.41
2005-03-31,1180.59
2005-04-01,1172.92
2005-04-04,1176.12
2005-04-05,1181.39
2005-04-06,1184.07
2005-04-07,1191.14
2005-04-08,1181.2
2005-04-11,1181.21
2005-04-12,1187.76
2005-04-13,1173.79
2005-04-14,1162.05
2005-04-15,1142.62
2005-04-18,1145.98
2005-04-19,1152.78
2005-04-20,1137.5
2005-04-21,1159.95
2005-04-22,1152.12
2005-04-25,1162.1
2005-04-26,1151.83
2005-04-27,1156.38
2005-04-28,1143.22
2005-04-29,1156.85
2005-05-02,1162.16
2005-05-03,1161.17
2005-05-04,1175.65
2005-05-05,1172.63
2005-05-06,1171.35
2005-05-09,1178.84
2005-05-10,1166.22
2005-05-11,1171.11
2005-05-12,1159.36
2005-05-13,1154.05
2005-05-16,1165.69
2005-05-17,1173.8
2005-05-18,1185.56
2005-05-19,1191.08
2005-05-20,1189.28
2005-05-23,1193.86
2005-05-24,1194.07
2005-05-25,1190.01
2005-05-26,1197.62
2005-05-27,1198.78
2005-05-31,1191.5
2005-06-01,1202.22
2005-06-02,1204.29
2005-06-03,1196.02
2005-06-06,1197.51
2005-06-07,1197.26
2005-06-08,1194.67
2005-06-09,1200.93
2005-06-10,1198.11
2005-06-13,1200.82
2005-06-14,1203.91
2005-06-15,1206.58
2005-06-16,1210.96
2005-06-17,1216.96
2005-06-20,1216.1
2005-06-21,1213.61
2005-06-22,1213.88
2005-06-23,1200.73
2005-06-24,1191.57
2005-06-27,1190.69
2005-06-28,1201.57
2005-06-29,1199.85
2005-06-30,1191.33
2005-07-01,1194.44
2005-07-05,1204.99
2005-07-06,1194.94
2005-07-07,1197.87
2005-07-08,1211.86
2005-07-11,1219.44
2005-07-12,1222.21
2005-07-13,1223.29
2005-07-14,1226.5
2005-07-15,1227.92
2005-07-18,1221.13
2005-07-19,1229.35
2005-07-20,1235.2
2005-07-21,1227.04
2005-07-22,1233.68
2005-07-25,1229.03
2005-07-26,1231.16
2005-07-27,1236.79
2005-07-28,1243.72
2005-07-29,1234.18
2005-08-01,1235.35
2005-08-02,1244.12
2005-08-03,1245.04
2005-08-04,1235.86
2005-08-05,1226.42
2005-08-08,1223.13
2005-08-09,1231.38
2005-08-10,1229.13
2005-08-11,1237.81
2005-08-12,1230.39
2005-08-15,1233.87
2005-08-16,1219.34
2005-08-17,1220.24
2005-08-18,1219.02
2005-08-19,1219.71
2005-08-22,1221.73
2005-08-23,1217.59
2005-08-24,1209.59
2005-08-25,1212.37
2005-08-26,1205.1
2005-08-29,1212.28
2005-08-30,1208.41
2005-08-31,1220.33
2005-09-01,1221.59
2005-09-02,1218.02
2005-09-06,1233.39
2005-09-07,1236.36
2005-09-08,1231.67
2005-09-09,1241.48
2005-09-12,1240.56
2005-09-13,1231.2
2005-09-14,1227.16
2005-09-15,1227.73
2005-09-16,1237.91
2005-09-19,1231.02
2005-09-20,1221.34
2005-09-21,1210.2
2005-09-22,1214.62
2005-09-23,1215.29
2005-09-26,1215.63
2005-09-27,1215.66
2005-09-28,1216.89
2005-09-29,1227.68
2005-09-30,1228.81
2005-10-03,1226.7
2005-10-04,1214.47
2005-10-05,1196.39
2005-10-06,1191.49
2005-10-07,1195.9
2005-10-10,1187.33
2005-10-11,1184.87
2005-10-12,1177.68
2005-10-13,1176.84
2005-10-14,1186.57
2005-10-17,1190.1
2005-10-18,1178.14
2005-10-19,1195.76
2005-10-20,1177.8
2005-10-21,1179.59
2005-10-24,1199.38
2005-10-25,1196.54
2005-10-26,1191.38
2005-10-27,1178.9
2005-10-28,1198.41
2005-10-31,1207.01
2005-11-01,1202.76
2005-11-02,1214.76
2005-11-03,1219.94
2005-11-04,1220.14
2005-11-07,1222.81
2005-11-08,1218.59
2005-11-09,1220.65
2005-11-10,1230.96
2005-11-11,1234.72
2005-11-14,1233.76
2005-11-15,1229.01
2005-11-16,1231.21
2005-11-17,1242.8
2005-11-18,1248.27
2005-11-21,1254.85
2005-11-22,1261.23
2005-11-23,1265.61
2005-11-25,1268.25
2005-11-28,1257.46
2005-11-29,1257.48
2005-11-30,1249.48
2005-12-01,1264.67
2005-12-02,1265.08
2005-12-05,1262.09
2005-12-06,1263.7
2005-12-07,1257.37
2005-12-08,1255.84
2005-12-09,1259.37
2005-12-12,1260.43
2005-12-13,1267.43
2005-12-14,1272.74
2005-12-15,1270.94
2005-12-16,1267.32
2005-12-19,1259.92
2005-12-20,1259.62
2005-12-21,1262.79
2005-12-22,1268.12
2005-12-23,1268.66
2005-12-27,1256.54
2005-12-28,1258.17
2005-12-29,1254.42
2005-12-30,1248.29
2006-01-03,1268.8
2006-01-04,1273.46
2006-01-05,1273.48
2006-01-06,1285.45
2006-01-09,1290.15
2006-01-10,1289.69
2006-01-11,1294.18
2006-01-12,1286.06
2006-01-13,1287.61
2006-01-17,1282.93
2006-01-18,1277.93
2006-01-19,1285.04
2006-01-20,1261.49
2006-01-23,1263.82
2006-01-24,1266.86
2006-01-25,1264.68
2006-01-26,1273.83
2006-01-27,1283.72
2006-01-30,1285.19
2006-01-31,1280.08
2006-02-01,1282.46
2006-02-02,1270.84
2006-02-03,1264.03
2006-02-06,1265.02
2006-02-07,1254.78
2006-02-08,1265.65
2006-02-09,1263.78
2006-02-10,1266.99
2006-02-13,1262.86
2006-02-14,1275.53
2006-02-15,1280.0
2006-02-16,1289.38
2006-02-17,1287.24
2006-02-21,1283.03
2006-02-22,1292.67
2006-02-23,1287.79
2006-02-24,1289.43
2006-02-27,1294.12
2006-02-28,1280.66
2006-03-01,1291.24
2006-03-02,1289.14
2006-03-03,1287.23
2006-03-06,1278.26
2006-03-07,1275.88
2006-03-08,1278.47
2006-03-09,1272.23
2006-03-10,1281.42
2006-03-13,1284.13
2006-03-14,1297.48
2006-03-15,1303.02
2006-03-16,1305.33
2006-03-17,1307.25
2006-03-20,1305.08
2006-03-21,1297.23
2006-03-22,1305.04
2006-03-23,1301.67
2006-03-24,1302.95
2006-03-27,1301.61
2006-03-28,1293.23
2006-03-29,1302.89
2006-03-30,1300.25
2006-03-31,1294.87
2006-04-03,1297.81
2006-04-04,1305.93
2006-04-05,1311.56
2006-04-06,1309.04
2006-04-07,1295.5
2006-04-10,1296.62
2006-04-11,1286.57
2006-04-12,1288.12
2006-04-13,1289.12
2006-04-17,1285.33
2006-04-18,1307.28
2006-04-19,1309.93
2006-04-20,1311.46
2006-04-21,1311.28
2006-04-24,1308.11
2006-04-25,1301.74
2006-04-26,1305.41
2006-04-27,1309.72
2006-04-28,1310.61
2006-05-01,1305.19
2006-05-02,1313.21
2006-05-03,1308.12
2006-05-04,1312.25
2006-05-05,1325.76
2006-05-08,1324.66
2006-05-09,1325.14
2006-05-10,1322.85
2006-05-11,1305.92
2006-05-12,1291.24
2006-05-15,1294.5
2006-05-16,1292.08
2006-05-17,1270.32
2006-05-18,1261.81
2006-05-19,1267.03
2006-05-22,1262.07
2006-05-23,1256.58
2006-05-24,1258.57
2006-05-25,1272.88
2006-05-26,1280.16
2006-05-30,1259.87
2006-05-31,1270.09
2006-06-01,1285.71
2006-06-02,1288.22
2006-06-05,1265.29
2006-06-06,1263.85
2006-06-07,1256.15
2006-06-08,1257.93
2006-06-09,1252.3
2006-06-12,1237.44
2006-06-13,1223.69
2006-06-14,1230.04
2006-06-15,1256.16
2006-06-16,1251.54
2006-06-19,1240.13
2006-06-20,1240.12
2006-06-21,1252.2
2006-06-22,1245.6
2006-06-23,1244.5
2006-06-26,1250.56
2006-06-27,1239.2
2006-06-28,1246.0
2006-06-29,1272.87
2006-06-30,1270.2
2006-07-03,1280.19
2006-07-05,1270.91
2006-07-06,1274.08
2006-07-07,1265.48
2006-07-10,1267.34
2006-07-11,1272.43
2006-07-12,1258.6
2006-07-13,1242.28
2006-07-14,1236.2
2006-07-17,1234.49
2006-07-18,1236.86
2006-07-19,1259.81
2006-07-20,1249.13
2006-07-21,1240.29
2006-07-24,1260.91
2006-07-25,1268.88
2006-07-26,1268.4
2006-07-27,1263.2
2006-07-28,1278.55
2006-07-31,1276.66
2006-08-01,1270.92
2006-08-02,1277.41
2006-08-03,1280.27
2006-08-04,1279.36
2006-08-07,1275.77
2006-08-08,1271.48
2006-08-09,1265.95
2006-08-10,1271.81
2006-08-11,1266.74
2006-08-14,1268.21
2006-08-15,1285.58
2006-08-16,1295.43
2006-08-17,1297.48
2006-08-18,1302.3
2006-08-21,1297.52
2006-08-22,1298.82
2006-08-23,1292.99
2006-08-24,1296.06
2006-08-25,1295.09
2006-08-28,1301.78
2006-08-29,1304.28
2006-08-30,1305.37
2006-08-31,1303.82
2006-09-01,1311.01
2006-09-05,1313.25
2006-09-06,1300.26
2006-09-07,1294.02
2006-09-08,1298.92
2006-09-11,1299.54
2006-09-12,1313.0
2006-09-13,1318.07
2006-09-14,1316.28
2006-09-15,1319.66
2006-09-18,1321.18
2006-09-19,1317.64
2006-09-20,1325.18
2006-09-21,1318.03
2006-09-22,1314.78
2006-09-25,1326.37
2006-09-26,1336.35
2006-09-27,1336.59
2006-09-28,1338.88
2006-09-29,1335.85
2006-10-02,1331.32
2006-10-03,1334.11
2006-10-04,1350.2
2006-10-05,1353.22
2006-10-06,1349.59
2006-10-09,1350.66
2006-10-10,1353.42
2006-10-11,1349.95
2006-10-12,1362.83
2006-10-13,1365.62
2006-10-16,1369.06
2006-10-17,1364.05
2006-10-18,1365.8
2006-10-19,1366.96
2006-10-20,1368.6
2006-10-23,1377.02
2006-10-24,1377.38
2006-10-25,1382.22
2006-10-26,1389.08
2006-10-27,1377.34
2006-10-30,1377.93
2006-10-31,1377.94
2006-11-01,1367.81
2006-11-02,1367.34
2006-11-03,1364.3
2006-11-06,1379.78
2006-11-07,1382.84
2006-11-08,1385.72
2006-11-09,1378.33
2006-11-10,1380.9
2006-11-13,1384.42
2006-11-14,1393.22
2006-11-15,1396.57
2006-11-16,1399.76
2006-11-17,1401.2
2006-11-20,1400.5
2006-11-21,1402.81
2006-11-22,1406.09
2006-11-24,1400.95
2006-11-27,1381.96
2006-11-28,1386.72
2006-11-29,1399.48
2006-11-30,1400.63
2006-12-01,1396.71
2006-12-04,1409.12
2006-12-05,1414.76
2006-12-06,1412.9
2006-12-07,1407.29
2006-12-08,1409.84
2006-12-11,1413.04
2006-12-12,1411.56
2006-12-13,1413.21
2006-12-14,1425.49
2006-12-15,1427.09
2006-12-18,1422.48
2006-12-19,1425.55
2006-12-20,1423.53
2006-12-21,1418.3
2006-12-22,1410.76
2006-12-26,1416.9
2006-12-27,1426.84
2006-12-28,1424.73
2006-12-29,1418.3
2007-01-03,1416.6
2007-01-04,1418.34
2007-01-05,1409.71
2007-01-08,1412.84
2007-01-09,1412.11
2007-01-10,1414.85
2007-01-11,1423.82
2007-01-12,1430.73
2007-01-16,1431.9
2007-01-17,1430.62
2007-01-18,1426.37
2007-01-19,1430.5
2007-01-22,1422.95
2007-01-23,1427.99
2007-01-24,1440.13
2007-01-25,1423.9
2007-01-26,1422.18
2007-01-29,1420.62
2007-01-30,1428.82
2007-01-31,1438.24
2007-02-01,1445.94
2007-02-02,1448.39
2007-02-05,1446.99
2007-02-06,1448.0
2007-02-07,1450.02
2007-02-08,1448.31
2007-02-09,1438.06
2007-02-12,1433.37
2007-02-13,1444.26
2007-02-14,1455.3
2007-02-15,1456.81
2007-02-16,1455.54
2007-02-20,1459.68
2007-02-21,1457.63
2007-02-22,1456.38
2007-02-23,1451.19
2007-02-26,1449.37
2007-02-27,1399.04
2007-02-28,1406.82
2007-03-01,1403.17
2007-03-02,1387.17
2007-03-05,1374.12
2007-03-06,1395.41
2007-03-07,1391.97
2007-03-08,1401.89
2007-03-09,1402.84
2007-03-12,1406.6
2007-03-13,1377.95
2007-03-14,1387.17
2007-03-15,1392.28
2007-03-16,1386.95
2007-03-19,1402.06
2007-03-20,1410.94
2007-03-21,1435.04
2007-03-22,1434.54
2007-03-23,1436.11
2007-03-26,1437.5
2007-03-27,1428.61
2007-03-28,1417.23
2007-03-29,1422.53
2007-03-30,1420.86
2007-04-02,1424.55
2007-04-03,1437.77
2007-04-04,1439.37
2007-04-05,1443.76
2007-04-09,1444.61
2007-04-10,1448.39
2007-04-11,1438.87
2007-04-12,1447.8
2007-04-13,1452.85
2007-04-16,1468.33
2007-04-17,1471.48
2007-04-18,1472.5
2007-04-19,1470.73
2007-04-20,1484.35
2007-04-23,1480.93
2007-04-24,1480.41
2007-04-25,1495.42
2007-04-26,1494.25
2007-04-27,1494.07
2007-04-30,1482.37
2007-05-01,1486.3
2007-05-02,1495.92
2007-05-03,1502.39
2007-05-04,1505.62
2007-05-07,1509.48
2007-05-08,1507.72
2007-05-09,1512.58
2007-05-10,1491.47
2007-05-11,1505.85
2007-05-14,1503.15
2007-05-15,1501.19
2007-05-16,1514.14
2007-05-17,1512.75
2007-05-18,1522.75
2007-05-21,1525.1
2007-05-22,1524.12
2007-05-23,1522.28
2007-05-24,1507.51
2007-05-25,1515.73
2007-05-29,1518.11
2007-05-30,1530.23
2007-05-31,1530.62
2007-06-01,1536.34
2007-06-04,1539.18
2007-06-05,1530.95
2007-06-06,1517.38
2007-06-07,1490.72
2007-06-08,1507.67
2007-06-11,1509.12
2007-06-12,1493.0
2007-06-13,1515.67
2007-06-14,1522.97
2007-06-15,1532.91
2007-06-18,1531.05
2007-06-19,1533.7
2007-06-20,1512.84
2007-06-21,1522.19
2007-06-22,1502.56
2007-06-25,1497.74
2007-06-26,1492.89
2007-06-27,1506.34
2007-06-28,1505.71
2007-06-29,1503.35
2007-07-02,1519.43
2007-07-03,1524.87
2007-07-05,1525.4
2007-07-06,1530.44
2007-07-09,1531.85
2007-07-10,1510.12
2007-07-11,1518.76
2007-07-12,1547.7
2007-07-13,1552.5
2007-07-16,1549.52
2007-07-17,1549.37
2007-07-18,1546.17
2007-07-19,1553.08
2007-07-20,1534.1
2007-07-23,1541.57
2007-07-24,1511.04
2007-07-25,1518.09
2007-07-26,1482.66
2007-07-27,1458.95
2007-07-30,1473.91
2007-07-31,1455.27
2007-08-01,1465.81
2007-08-02,1472.2
2007-08-03,1433.06
2007-08-06,1467.67
2007-08-07,1476.71
2007-08-08,1497.49
2007-08-09,1453.09
2007-08-10,1453.64
2007-08-13,1452.92
2007-08-14,1426.54
2007-08-15,1406.7
2007-08-16,1411.27
2007-08-17,1445.94
2007-08-20,1445.55
2007-08-21,1447.12
2007-08-22,1464.07
2007-08-23,1462.5
2007-08-24,1479.37
2007-08-27,1466.79
2007-08-28,1432.36
2007-08-29,1463.76
2007-08-30,1457.64
2007-08-31,1473.99
2007-09-04,1489.42
2007-09-05,1472.29
2007-09-06,1478.55
2007-09-07,1453.55
2007-09-10,1451.7
2007-09-11,1471.49
2007-09-12,1471.56
2007-09-13,1483.95
2007-09-14,1484.25
2007-09-17,1476.65
2007-09-18,1519.78
2007-09-19,1529.03
2007-09-20,1518.75
2007-09-21,1525.75
2007-09-24,1517.73
2007-09-25,1517.21
2007-09-26,1525.42
2007-09-27,1531.38
2007-09-28,1526.75
2007-10-01,1547.04
2007-10-02,1546.63
2007-10-03,1539.59
2007-10-04,1542.84
2007-10-05,1557.59
2007-10-08,1552.58
2007-10-09,1565.15
2007-10-10,1562.47
2007-10-11,1554.41
2007-10-12,1561.8
2007-10-15,1548.71
2007-10-16,1538.53
2007-10-17,1541.24
2007-10-18,1540.08
2007-10-19,1500.63
2007-10-22,1506.33
2007-10-23,1519.59
2007-10-24,1515.88
2007-10-25,1514.4
2007-10-26,1535.28
2007-10-29,1540.98
2007-10-30,1531.02
2007-10-31,1549.38
2007-11-01,1508.44
2007-11-02,1509.65
2007-11-05,1502.17
2007-11-06,1520.27
2007-11-07,1475.62
2007-11-08,1474.77
2007-11-09,1453.7
2007-11-12,1439.18
2007-11-13,1481.05
2007-11-14,1470.58
2007-11-15,1451.15
2007-11-16,1458.74
2007-11-19,1433.27
2007-11-20,1439.7
2007-11-21,1416.77
2007-11-23,1440.7
2007-11-26,1407.22
2007-11-27,1428.23
2007-11-28,1469.02
2007-11-29,1469.72
2007-11-30,1481.14
2007-12-03,1472.42
2007-12-04,1462.79
2007-12-05,1485.01
2007-12-06,1507.34
2007-12-07,1504.66
2007-12-10,1515.96
2007-12-11,1477.65
2007-12-12,1486.59
2007-12-13,1488.41
2007-12-14,1467.95
2007-12-17,1445.9
2007-12-18,1454.98
2007-12-19,1453.0
2007-12-20,1460.12
2007-12-21,1484.46
2007-12-24,1496.45
2007-12-26,1497.66
2007-12-27,1476.27
2007-12-28,1478.49
2007-12-31,1468.36
2008-01-02,1447.16
2008-01-03,1447.16
2008-01-04,1411.63
2008-01-07,1416.18
2008-01-08,1390.19
2008-01-09,1409.13
2008-01-10,1420.33
2008-01-11,1401.02
2008-01-14,1416.25
2008-01-15,1380.95
2008-01-16,1373.2
2008-01-17,1333.25
2008-01-18,1325.19
2008-01-22,1310.5
2008-01-23,1338.6
2008-01-24,1352.07
2008-01-25,1330.61
2008-01-28,1353.96
2008-01-29,1362.3
2008-01-30,1355.81
2008-01-31,1378.55
2008-02-01,1395.42
2008-02-04,1380.82
2008-02-05,1336.64
2008-02-06,1326.45
2008-02-07,1336.91
2008-02-08,1331.29
2008-02-11,1339.13
2008-02-12,1348.86
2008-02-13,1367.21
2008-02-14,1348.86
2008-02-15,1349.99
2008-02-19,1348.78
2008-02-20,1360.03
2008-02-21,1342.53
2008-02-22,1353.11
2008-02-25,1371.8
2008-02-26,1381.29
2008-02-27,1380.02
2008-02-28,1367.68
2008-02-29,1330.63
2008-03-03,1331.34
2008-03-04,1326.75
2008-03-05,1333.7
2008-03-06,1304.34
2008-03-07,1293.37
2008-03-10,1273.37
2008-03-11,1320.65
2008-03-12,1308.77
2008-03-13,1315.48
2008-03-14,1288.14
2008-03-17,1276.6
2008-03-18,1330.74
2008-03-19,1298.42
2008-03-20,1329.51
2008-03-24,1349.88
2008-03-25,1352.99
2008-03-26,1341.13
2008-03-27,1325.76
2008-03-28,1315.22
2008-03-31,1322.7
2008-04-01,1370.18
2008-04-02,1367.53
2008-04-03,1369.31
2008-04-04,1370.4
2008-04-07,1372.54
2008-04-08,1365.54
2008-04-09,1354.49
2008-04-10,1360.55
2008-04-11,1332.83
2008-04-14,1328.32
2008-04-15,1334.43
2008-04-16,1364.71
2008-04-17,1365.56
2008-04-18,1390.33
2008-04-21,1388.17
2008-04-22,1375.94
2008-04-23,1379.93
2008-04-24,1388.82
2008-04-25,1397.84
2008-04-28,1396.37
2008-04-29,1390.94
2008-04-30,1385.59
2008-05-01,1409.34
2008-05-02,1413.9
2008-05-05,1407.49
2008-05-06,1418.26
2008-05-07,1392.57
2008-05-08,1397.68
2008-05-09,1388.28
2008-05-12,1403.58
2008-05-13,1403.04
2008-05-14,1408.66
2008-05-15,1423.57
2008-05-16,1425.35
2008-05-19,1426.63
2008-05-20,1413.4
2008-05-21,1390.71
2008-05-22,1394.35
2008-05-23,1375.93
2008-05-27,1385.35
2008-05-28,1390.84
2008-05-29,1398.26
2008-05-30,1400.38
2008-06-02,1385.67
2008-06-03,1377.65
2008-06-04,1377.2
2008-06-05,1404.05
2008-06-06,1360.68
2008-06-09,1361.76
2008-06-10,1358.44
2008-06-11,1335.49
2008-06-12,1339.87
2008-06-13,1360.03
2008-06-16,1360.14
2008-06-17,1350.93
2008-06-18,1337.81
2008-06-19,1342.83
2008-06-20,1317.93
2008-06-23,1318.0
2008-06-24,1314.29
2008-06-25,1321.97
2008-06-26,1283.15
2008-06-27,1278.38
2008-06-30,1280.0
2008-07-01,1284.91
2008-07-02,1261.52
2008-07-03,1262.9
2008-07-07,1252.31
2008-07-08,1273.7
2008-07-09,1244.69
2008-07-10,1253.39
2008-07-11,1239.49
2008-07-14,1228.3
2008-07-15,1214.91
2008-07-16,1245.36
2008-07-17,1260.32
2008-07-18,1260.68
2008-07-21,1260.0
2008-07-22,1277.0
2008-07-23,1282.19
2008-07-24,1252.54
2008-07-25,1257.76
2008-07-28,1234.37
2008-07-29,1263.2
2008-07-30,1284.26
2008-07-31,1267.38
2008-08-01,1260.31
2008-08-04,1249.01
2008-08-05,1284.88
2008-08-06,1289.19
2008-08-07,1266.07
2008-08-08,1296.32
2008-08-11,1305.32
2008-08-12,1289.59
2008-08-13,1285.83
2008-08-14,1292.93
2008-08-15,1298.2
2008-08-18,1278.6
2008-08-19,1266.69
2008-08-20,1274.54
2008-08-21,1277.72
2008-08-22,1292.2
2008-08-25,1266.84
2008-08-26,1271.51
2008-08-27,1281.66
2008-08-28,1300.68
2008-08-29,1282.83
2008-09-02,1277.58
2008-09-03,1274.98
2008-09-04,1236.83
2008-09-05,1242.31
2008-09-08,1267.79
2008-09-09,1224.51
2008-09-10,1232.04
2008-09-11,1249.05
2008-09-12,1251.7
2008-09-15,1192.7
2008-09-16,1213.6
2008-09-17,1156.39
2008-09-18,1206.51
2008-09-19,1255.08
2008-09-22,1207.09
2008-09-23,1188.22
2008-09-24,1185.87
2008-09-25,1209.18
2008-09-26,1213.27
2008-09-29,1106.42
2008-09-30,1166.36
2008-10-01,1161.06
2008-10-02,1114.28
2008-10-03,1099.23
2008-10-06,1056.89
2008-10-07,996.23
2008-10-08,984.94
2008-10-09,909.92
2008-10-10,899.22
2008-10-13,1003.35
2008-10-14,998.01
2008-10-15,907.84
2008-10-16,946.43
2008-10-17,940.55
2008-10-20,985.4
2008-10-21,955.05
2008-10-22,896.78
2008-10-23,908.11
2008-10-24,876.77
2008-10-27,848.92
2008-10-28,940.51
2008-10-29,930.09
2008-10-30,954.09
2008-10-31,968.75
2008-11-03,966.3
2008-11-04,1005.75
2008-11-05,952.77
2008-11-06,904.88
2008-11-07,930.99
2008-11-10,919.21
2008-11-11,898.95
2008-11-12,852.3
2008-11-13,911.29
2008-11-14,873.29
2008-11-17,850.75
2008-11-18,859.12
2008-11-19,806.58
2008-11-20,752.44
2008-11-21,800.03
2008-11-24,851.81
2008-11-25,857.39
2008-11-26,887.68
2008-11-28,896.24
2008-12-01,816.21
2008-12-02,848.81
2008-12-03,870.74
2008-12-04,845.22
2008-12-05,876.07
2008-12-08,909.7
2008-12-09,888.67
2008-12-10,899.24
2008-12-11,873.59
2008-12-12,879.73
2008-12-15,868.57
2008-12-16,913.18
2008-12-17,904.42
2008-12-18,885.28
2008-12-19,887.88
2008-12-22,871.63
2008-12-23,863.16
2008-12-24,868.15
2008-12-26,872.8
2008-12-29,869.42
2008-12-30,890.64
2008-12-31,903.25
2009-01-02,931.8
2009-01-05,927.45
2009-01-06,934.7
2009-01-07,906.65
2009-01-08,909.73
2009-01-09,890.35
2009-01-12,870.26
2009-01-13,871.79
2009-01-14,842.62
2009-01-15,843.74
2009-01-16,850.12
2009-01-20,805.22
2009-01-21,840.24
2009-01-22,827.5
2009-01-23,831.95
2009-01-26,836.57
2009-01-27,845.71
2009-01-28,874.09
2009-01-29,845.14
2009-01-30,825.88
2009-02-02,825.44
2009-02-03,838.51
2009-02-04,832.23
2009-02-05,845.85
2009-02-06,868.6
2009-02-09,869.89
2009-02-10,827.16
2009-02-11,833.74
2009-02-12,835.19
2009-02-13,826.84
2009-02-17,789.17
2009-02-18,788.42
2009-02-19,778.94
2009-02-20,770.05
2009-02-23,743.33
2009-02-24,773.14
2009-02-25,764.9
2009-02-26,752.83
2009-02-27,735.09
2009-03-02,700.82
2009-03-03,696.33
2009-03-04,712.87
2009-03-05,682.55
2009-03-06,683.38
2009-03-09,676.53
2009-03-10,719.6
2009-03-11,721.36
2009-03-12,750.74
2009-03-13,756.55
2009-03-16,753.89
2009-03-17,778.12
2009-03-18,794.35
2009-03-19,784.04
2009-03-20,768.54
2009-03-23,822.92
2009-03-24,806.12
2009-03-25,813.88
2009-03-26,832.86
2009-03-27,815.94
2009-03-30,787.53
2009-03-31,797.87
2009-04-01,811.08
2009-04-02,834.38
2009-04-03,842.5
2009-04-06,835.48
2009-04-07,815.55
2009-04-08,825.16
2009-04-09,856.56
2009-04-13,858.73
2009-04-14,841.5
2009-04-15,852.06
2009-04-16,865.3
2009-04-17,869.6
2009-04-20,832.39
2009-04-21,850.08
2009-04-22,843.55
2009-04-23,851.92
2009-04-24,866.23
2009-04-27,857.51
2009-04-28,855.16
2009-04-29,873.64
2009-04-30,872.81
2009-05-01,877.52
2009-05-04,907.24
2009-05-05,903.8
2009-05-06,919.53
2009-05-07,907.39
2009-05-08,929.23
2009-05-11,909.24
2009-05-12,908.35
2009-05-13,883.92
2009-05-14,893.07
2009-05-15,882.88
2009-05-18,909.71
2009-05-19,908.13
2009-05-20,903.47
2009-05-21,888.33
2009-05-22,887.0
2009-05-26,910.33
2009-05-27,893.06
2009-05-28,906.83
2009-05-29,919.14
2009-06-01,942.87
2009-06-02,944.74
2009-06-03,931.76
2009-06-04,942.46
2009-06-05,940.09
2009-06-08,939.14
2009-06-09,942.43
2009-06-10,939.15
2009-06-11,944.89
2009-06-12,946.21
2009-06-15,923.72
2009-06-16,911.97
2009-06-17,910.71
2009-06-18,918.37
2009-06-19,921.23
2009-06-22,893.04
